# mnu/eV deltanu Tnufact
0.04 0.05442250522981748 1.4422495703074083
0.1 0.4316873683362029 1.9574338205844317
0.15 1.3422249557125043 2.240702373278582
0.2 2.9790077056272612 2.46621207433047
0.3 8.836696122220657 2.823108086643085
0.4 18.583204339789628 3.1072325059538586
0.5 32.613101966096 3.3471647504108475
0.6 51.245731546303915 3.5568933044900626
0.7 74.7392434860806 3.744436193609253
0.8 103.28710566454353 3.9148676411688634
