# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       1.382704033795e+09       3.953457798579e-16       3.352050462126e-04       4.124952484660e+12       1.415027881518e+04       1.023377270847e-05       1.956564761123e+13       1.935306996330e-04       1.005763782074e+25       6.583558495684e+18       3.532778526459e+19       2.284155468907e+24       7.613851563023e+23       3.449766788309e-08       4.673397799715e+24       1.701523300070e+25       1.701523300070e+25       5.671730363120e+24      -6.768076946311e+28       1.248835666055e-04       8.937740800627e-02 
       1.373092387038e+09       4.008999904390e-16       3.375514788786e-04       4.067803942388e+12       1.415027881284e+04       1.030540911603e-05       1.942964012651e+13       1.948854135287e-04       9.780884043547e+24       6.447216986091e+18       3.459616822547e+19       2.221302872206e+24       7.404342907353e+23       3.449766788309e-08       4.544800954567e+24       1.654702891371e+25       1.654702891371e+25       5.515662623440e+24      -6.536088717694e+28       1.249614268093e-04       8.932174436106e-02 
       1.363547554110e+09       4.065322320764e-16       3.399143388378e-04       4.011447156357e+12       1.415027881047e+04       1.037754697842e-05       1.929457807615e+13       1.962496104077e-04       9.511745638323e+24       6.313699026594e+18       3.387970253215e+19       2.160179776391e+24       7.200599254638e+23       3.449766788309e-08       4.419742680128e+24       1.609170828824e+25       1.609170828824e+25       5.363889364948e+24      -6.312052310721e+28       1.250392870350e-04       8.926615021381e-02 
       1.354069070568e+09       4.122436010273e-16       3.422937370487e-04       3.955871157293e+12       1.415027880809e+04       1.045018980583e-05       1.916045488810e+13       1.976233566506e-04       9.250013054573e+24       6.182946143178e+18       3.317807440945e+19       2.100738591173e+24       7.002461970577e+23       3.449766788309e-08       4.298125606337e+24       1.564891661310e+25       1.564891661310e+25       5.216292417361e+24      -6.095695162124e+28       1.251171472829e-04       8.921062543616e-02 
       1.344656475193e+09       4.180352089503e-16       3.446897917456e-04       3.901065127894e+12       1.415027880570e+04       1.052334113301e-05       1.902726403602e+13       1.990067191027e-04       8.995482507961e+24       6.054901072793e+18       3.249097658025e+19       2.042933035792e+24       6.809776785973e+23       3.449766788309e-08       4.179855042444e+24       1.521830913207e+25       1.521830913207e+25       5.072756862066e+24      -5.886754051240e+28       1.251950075531e-04       8.915516990004e-02 
       1.335309309975e+09       4.239081831216e-16       3.471026193438e-04       3.847018400725e+12       1.415027880328e+04       1.059700451946e-05       1.889499903892e+13       2.003997650772e-04       8.747955821636e+24       5.929507738271e+18       3.181810813099e+19       1.986718102987e+24       6.622393676623e+23       3.449766788309e-08       4.064838903280e+24       1.479955057552e+25       1.479955057552e+25       4.933170942634e+24      -5.684974779778e+28       1.252728678457e-04       8.909978347773e-02 
       1.326027120086e+09       4.298636666547e-16       3.495323362586e-04       3.793720456141e+12       1.415027880085e+04       1.067118354960e-05       1.876365346086e+13       2.018025623588e-04       8.507240271936e+24       5.806711223768e+18       3.115917437982e+19       1.932050023951e+24       6.440166746504e+23       3.449766788309e-08       3.952987637568e+24       1.439231489934e+25       1.439231489934e+25       4.797425977819e+24      -5.490111862559e+28       1.253507281610e-04       8.904446604183e-02 
       1.316809453860e+09       4.359028187224e-16       3.519790607243e-04       3.741160920239e+12       1.415027879841e+04       1.074588183292e-05       1.863322091065e+13       2.032151792062e-04       8.273148438335e+24       5.686457750714e+18       3.051388674759e+19       1.878886234255e+24       6.262954114182e+23       3.449766788309e-08       3.844214158191e+24       1.399628503113e+25       1.399628503113e+25       4.665416276927e+24      -5.301928228860e+28       1.254285884990e-04       8.898921746529e-02 
       1.307655862773e+09       4.420268147828e-16       3.544429127942e-04       3.689329562842e+12       1.415027879594e+04       1.082110300421e-05       1.850369504153e+13       2.046376843562e-04       8.045498057514e+24       5.568694654262e+18       2.988196263143e+19       1.827185340703e+24       6.090617802343e+23       3.449766788309e-08       3.738433774387e+24       1.361115262326e+25       1.361115262326e+25       4.537039057535e+24      -5.120194933992e+28       1.255064488600e-04       8.893403762135e-02 
       1.298565901414e+09       4.482368468081e-16       3.569240107026e-04       3.638216295504e+12       1.415027879346e+04       1.089685072368e-05       1.837506955085e+13       2.060701470268e-04       7.824111881454e+24       5.453370360219e+18       2.926312528102e+19       1.776907089109e+24       5.923023630364e+23       3.449766788309e-08       3.635564125815e+24       1.323661781287e+25       1.323661781287e+25       4.412194365459e+24      -4.944690880764e+28       1.255843092442e-04       8.887892638360e-02 
       1.289539127474e+09       4.545341235162e-16       3.594224781409e-04       3.587811169549e+12       1.415027879096e+04       1.097312867715e-05       1.824733817976e+13       2.075126369203e-04       7.608817539428e+24       5.340434362465e+18       2.865710367736e+19       1.728012332952e+24       5.760041109840e+23       3.449766788309e-08       3.535525118421e+24       1.287238898834e+25       1.287238898834e+25       4.290784996934e+24      -4.775202550497e+28       1.256621696518e-04       8.882388362595e-02 
       1.280575101713e+09       4.609198706066e-16       3.619384333433e-04       3.538104374132e+12       1.415027878845e+04       1.104994057628e-05       1.812049471294e+13       2.089652242271e-04       7.399447403799e+24       5.229837200830e+18       2.806363241412e+19       1.680463002896e+24       5.601543342987e+23       3.449766788309e-08       3.438238862084e+24       1.251818256225e+25       1.251818256225e+25       4.172716422926e+24      -4.611523743258e+28       1.257400300828e-04       8.876890922262e-02 
       1.271673387949e+09       4.673953309985e-16       3.644720000011e-04       3.489086234331e+12       1.415027878591e+04       1.112729015869e-05       1.799453297826e+13       2.104279796289e-04       7.195838459501e+24       5.121530439435e+18       2.748245158132e+19       1.634222077151e+24       5.447406923837e+23       3.449766788309e-08       3.343629609967e+24       1.217372275060e+25       1.217372275060e+25       4.057896715540e+24      -4.453455326994e+28       1.258178905375e-04       8.871400304817e-02 
       1.262833553029e+09       4.739617650727e-16       3.670233036246e-04       3.440747209267e+12       1.415027878336e+04       1.120518118814e-05       1.786944684650e+13       2.119009743021e-04       6.997832177116e+24       5.015466645477e+18       2.691330665161e+19       1.589253552648e+24       5.297511842160e+23       3.449766788309e-08       3.251623699541e+24       1.183874135808e+25       1.183874135808e+25       3.946236476435e+24      -4.300804995267e+28       1.258957510161e-04       8.865916497746e-02 
       1.254055166813e+09       4.806204509172e-16       3.695924642670e-04       3.393077890240e+12       1.415027878079e+04       1.128361745478e-05       1.774523023105e+13       2.133842799214e-04       6.805274389447e+24       4.911599368460e+18       2.635594836872e+19       1.545522417005e+24       5.151741390017e+23       3.449766788309e-08       3.162149495235e+24       1.151297756923e+25       1.151297756923e+25       3.837648767229e+24      -4.153387033298e+28       1.259736115187e-04       8.860439488570e-02 
       1.245337802150e+09       4.873726845759e-16       3.721796092577e-04       3.346068998903e+12       1.415027877821e+04       1.136260277526e-05       1.762187708761e+13       2.148779686631e-04       6.618015171479e+24       4.809883119848e+18       2.581013263833e+19       1.502994621269e+24       5.009982070898e+23       3.449766788309e-08       3.075137332655e+24       1.119617774542e+25       1.119617774542e+25       3.732049041801e+24      -4.011022092021e+28       1.260514720456e-04       8.854969264840e-02 
       1.236681034857e+09       4.942197803006e-16       3.747848659259e-04       3.299711385455e+12       1.415027877560e+04       1.144214099296e-05       1.749938141388e+13       2.163821132089e-04       6.435908723652e+24       4.710273353145e+18       2.527562042117e+19       1.461637053405e+24       4.872123511349e+23       3.449766788309e-08       2.990519464348e+24       1.088809522730e+25       1.088809522730e+25       3.629355080468e+24      -3.873536969887e+28       1.261293325969e-04       8.849505814138e-02 
       1.228084443703e+09       5.011630708071e-16       3.774083579628e-04       3.253996026858e+12       1.415027877298e+04       1.152223597816e-05       1.737773724931e+13       2.178967867492e-04       6.258813258339e+24       4.612726444387e+18       2.475217762832e+19       1.421417512512e+24       4.738058375041e+23       3.449766788309e-08       2.908230007054e+24       1.058849014281e+25       1.058849014281e+25       3.529486925968e+24      -3.740764402150e+28       1.262071931728e-04       8.844049124080e-02 
       1.219547610382e+09       5.082039075346e-16       3.800502145168e-04       3.208914025085e+12       1.415027877034e+04       1.160289162823e-05       1.725693867475e+13       2.194220629867e-04       6.086590889452e+24       4.517199673035e+18       2.423957501872e+19       1.382304683757e+24       4.607682279191e+23       3.449766788309e-08       2.828204890405e+24       1.029712922039e+25       1.029712922039e+25       3.432366821205e+24      -3.612542857370e+28       1.262850537735e-04       8.838599182312e-02 
       1.211070119497e+09       5.153436609084e-16       3.827105647360e-04       3.164456605383e+12       1.415027876768e+04       1.168411186783e-05       1.713697981224e+13       2.209580161400e-04       5.919107525082e+24       4.423651203267e+18       2.373758809873e+19       1.344268113989e+24       4.480893713296e+23       3.449766788309e-08       2.750381807044e+24       1.001378560735e+25       1.001378560735e+25       3.337919148705e+24      -3.488716340891e+28       1.263629143992e-04       8.833155976512e-02 
       1.202651558539e+09       5.225837206071e-16       3.853895359498e-04       3.120615114570e+12       1.415027876500e+04       1.176590064908e-05       1.701785482463e+13       2.225047209473e-04       5.756232763101e+24       4.332040065655e+18       2.324599702386e+19       1.307278188028e+24       4.357593960094e+23       3.449766788309e-08       2.674700164114e+24       9.738238693281e+24       9.738238693281e+24       3.246070371748e+24      -3.369134205062e+28       1.264407750501e-04       8.827719494391e-02 
       1.194291517865e+09       5.299254958328e-16       3.880872609443e-04       3.077381019345e+12       1.415027876230e+04       1.184826195178e-05       1.689955791539e+13       2.240622526699e-04       5.597839789624e+24       4.242326139223e+18       2.276458650244e+19       1.271306105612e+24       4.237687018705e+23       3.449766788309e-08       2.601101036075e+24       9.470273938223e+24       9.470273938223e+24       3.156748977103e+24      -3.253650965956e+28       1.265186357263e-04       8.822289723688e-02 
       1.185989590682e+09       5.373704155853e-16       3.908038688678e-04       3.034745904633e+12       1.415027875958e+04       1.193119978356e-05       1.678208332827e+13       2.256306870960e-04       5.443805280275e+24       4.154470133877e+18       2.229314570137e+19       1.236323858965e+24       4.121079529883e+23       3.449766788309e-08       2.529527118829e+24       9.209682705685e+24       9.209682705685e+24       3.069885419357e+24      -3.142126126375e+28       1.265964964281e-04       8.816866652178e-02 
       1.177745373022e+09       5.449199289406e-16       3.935394943255e-04       2.992701471944e+12       1.415027875685e+04       1.201471818014e-05       1.666542534701e+13       2.272101005442e-04       5.294009304171e+24       4.068433573197e+18       2.183146815379e+19       1.202304210998e+24       4.007680703327e+23       3.449766788309e-08       2.459922685103e+24       8.956262100174e+24       8.956262100174e+24       2.985412066757e+24      -3.034424004920e+28       1.266743571557e-04       8.811450267662e-02 
       1.169558463728e+09       5.525755053326e-16       3.962942701037e-04       2.951239537757e+12       1.415027875409e+04       1.209882120547e-05       1.654957829511e+13       2.288005698674e-04       5.148335230536e+24       3.984178777584e+18       2.137935166863e+19       1.169220674098e+24       3.897402246993e+23       3.449766788309e-08       2.392233541058e+24       8.709814809223e+24       8.709814809223e+24       2.903263148564e+24      -2.930413570919e+28       1.267522179092e-04       8.806040557976e-02 
       1.161428464429e+09       5.603386348393e-16       3.990683271695e-04       2.910352031931e+12       1.415027875132e+04       1.218351295196e-05       1.643453653553e+13       2.304021724564e-04       5.006669637900e+24       3.901668847765e+18       2.093659824208e+19       1.137047489505e+24       3.790158298350e+23       3.449766788309e-08       2.326406984095e+24       8.470148949767e+24       8.470148949767e+24       2.823374703833e+24      -2.829968285020e+28       1.268300786889e-04       8.800637510987e-02 
       1.153354979523e+09       5.682108284728e-16       4.018618037662e-04       2.870030996130e+12       1.415027874853e+04       1.226879754064e-05       1.632029447041e+13       2.320149862439e-04       4.868902225785e+24       3.820867648624e+18       2.050301397087e+19       1.105759607258e+24       3.685865357526e+23       3.449766788309e-08       2.262391761821e+24       8.237077918745e+24       8.237077918745e+24       2.745684531621e+24      -2.732965945236e+28       1.269079394949e-04       8.795241114589e-02 
       1.145337616162e+09       5.761936184733e-16       4.046748344990e-04       2.830268582274e+12       1.415027874571e+04       1.235467912141e-05       1.620684654079e+13       2.336390897080e-04       4.734925728827e+24       3.741739793385e+18       2.007840896733e+19       1.075332666689e+24       3.584442222298e+23       3.449766788309e-08       2.200138032142e+24       8.010420247808e+24       8.010420247808e+24       2.670132142553e+24      -2.639288538279e+28       1.269858003275e-04       8.789851356713e-02 
       1.137375984224e+09       5.842885586074e-16       4.075075557921e-04       2.791057051016e+12       1.415027874288e+04       1.244116187322e-05       1.609418722637e+13       2.352745618761e-04       4.604635833260e+24       3.664250628108e+18       1.966259727628e+19       1.045742977459e+24       3.485809924864e+23       3.449766788309e-08       2.139597324461e+24       7.789999462028e+24       7.789999462028e+24       2.596658711727e+24      -2.548822095983e+28       1.270636611868e-04       8.784468225315e-02 
       1.129469696301e+09       5.924972244706e-16       4.103601058887e-04       2.752388770232e+12       1.415027874003e+04       1.252825000426e-05       1.598231104523e+13       2.369214823289e-04       4.477931095694e+24       3.588366216518e+18       1.925539679354e+19       1.016967501109e+24       3.389891670365e+23       3.449766788309e-08       2.080722501932e+24       7.575643942499e+24       7.575643942499e+24       2.525207032912e+24      -2.461456556649e+28       1.271415220731e-04       8.779091708385e-02 
       1.121618367679e+09       6.008212137939e-16       4.132326248509e-04       2.714256213535e+12       1.415027873715e+04       1.261594775219e-05       1.587121255352e+13       2.385799312040e-04       4.354712864138e+24       3.514053325136e+18       1.885662918619e+19       9.889838331254e+23       3.296612777085e+23       3.449766788309e-08       2.023467724766e+24       7.367186792712e+24       7.367186792712e+24       2.455721474010e+24      -2.377085631146e+28       1.272193829866e-04       8.773721793944e-02 
       1.113821616316e+09       6.092621467548e-16       4.161252509221e-04       2.676651958812e+12       1.415027873426e+04       1.270425938433e-05       1.576088634527e+13       2.402499892002e-04       4.234885201182e+24       3.441279408731e+18       1.846611981451e+19       9.617701854930e+23       3.205900618310e+23       3.449766788309e-08       1.967788414536e+24       7.164465708610e+24       7.164465708610e+24       2.388147933737e+24      -2.295606673596e+28       1.272972439274e-04       8.768358470041e-02 
       1.106079062828e+09       6.178216662924e-16       4.190381259832e-04       2.639568686778e+12       1.415027873135e+04       1.279318919786e-05       1.565132705208e+13       2.419317375809e-04       4.118354809306e+24       3.370012596064e+18       1.808369765542e+19       9.353053697340e+23       3.117684565780e+23       3.449766788309e-08       1.913641219469e+24       6.967322852220e+24       6.967322852220e+24       2.322433799503e+24      -2.216920556499e+28       1.273751048958e-04       8.763001724757e-02 
       1.098390330467e+09       6.265014384278e-16       4.219713900966e-04       2.602999179554e+12       1.415027872842e+04       1.288274152006e-05       1.554252934285e+13       2.436252581787e-04       4.005030958238e+24       3.300221675928e+18       1.770919522765e+19       9.095687804088e+23       3.031895934696e+23       3.449766788309e-08       1.860983980695e+24       6.775604728758e+24       6.775604728758e+24       2.258527906447e+24      -2.140931550128e+28       1.274529658920e-04       8.757651546203e-02 
       1.090755045102e+09       6.353031525878e-16       4.249251869624e-04       2.566936319258e+12       1.415027872546e+04       1.297292070848e-05       1.543448792355e+13       2.453306333986e-04       3.894825414309e+24       3.231876083484e+18       1.734244851837e+19       8.845403790729e+23       2.948467930243e+23       3.449766788309e-08       1.809775699417e+24       6.589162067124e+24       6.589162067124e+24       2.196380497600e+24      -2.067547206073e+28       1.275308269162e-04       8.752307922522e-02 
       1.083172835208e+09       6.442285219337e-16       4.278996620997e-04       2.531373086622e+12       1.415027872249e+04       1.306373115119e-05       1.532719753696e+13       2.470479462228e-04       3.787652371758e+24       3.164945886869e+18       1.698329691134e+19       8.602006786754e+23       2.867335595584e+23       3.449766788309e-08       1.759976504996e+24       6.407849703672e+24       6.407849703672e+24       2.135943185143e+24      -1.996678244759e+28       1.276086879687e-04       8.746970841885e-02 
       1.075643331836e+09       6.532792836954e-16       4.308949573897e-04       2.496302559626e+12       1.415027871949e+04       1.315517726697e-05       1.522065296240e+13       2.487772802141e-04       3.683428385920e+24       3.099401774095e+18       1.663158311659e+19       8.365307283861e+23       2.788435761287e+23       3.449766788309e-08       1.711547623903e+24       6.231526469194e+24       6.231526469194e+24       2.077168912736e+24      -1.928238446834e+28       1.276865490495e-04       8.741640292494e-02 
       1.068166168608e+09       6.624571995088e-16       4.339112201706e-04       2.461717912150e+12       1.415027871648e+04       1.324726350552e-05       1.511484901546e+13       2.505187195205e-04       3.582072308258e+24       3.035215040203e+18       1.628715310154e+19       8.135120988408e+23       2.711706996136e+23       3.449766788309e-08       1.664451349532e+24       6.060055079000e+24       6.060055079000e+24       2.020011918877e+24      -1.862144548271e+28       1.277644101591e-04       8.736316262581e-02 
       1.060740981687e+09       6.717640557590e-16       4.369485959614e-04       2.427612412646e+12       1.415027871344e+04       1.333999434771e-05       1.500978054779e+13       2.522723488787e-04       3.483505223185e+24       2.972357574699e+18       1.594985602351e+19       7.911268677917e+23       2.637089559306e+23       3.449766788309e-08       1.618651012841e+24       5.893302026031e+24       5.893302026031e+24       1.964427701273e+24      -1.798316139072e+28       1.278422712974e-04       8.730998740407e-02 
       1.053367409771e+09       6.812016639281e-16       4.400072339195e-04       2.393979422826e+12       1.415027871038e+04       1.343337430577e-05       1.490544244683e+13       2.540382536188e-04       3.387650386612e+24       2.910801849239e+18       1.561954416371e+19       7.693576061537e+23       2.564525353846e+23       3.449766788309e-08       1.574110953802e+24       5.731137476913e+24       5.731137476913e+24       1.910372982189e+24      -1.736675565437e+28       1.279201324649e-04       8.725687714265e-02 
       1.046045094064e+09       6.907718609476e-16       4.430872813828e-04       2.360812396372e+12       1.415027870730e+04       1.352740792350e-05       1.480182963555e+13       2.558165196683e-04       3.294433166202e+24       2.850520905577e+18       1.529607286249e+19       7.481873644339e+23       2.493957881446e+23       3.449766788309e-08       1.530796493635e+24       5.573435170865e+24       5.573435170865e+24       1.857805674757e+24      -1.677147835295e+28       1.279979936617e-04       8.720383172476e-02 
       1.038773678267e+09       7.004765095559e-16       4.461888893275e-04       2.328104877662e+12       1.415027870420e+04       1.362209977652e-05       1.469893707222e+13       2.576072335558e-04       3.203780983260e+24       2.791488343752e+18       1.497930045603e+19       7.275996595348e+23       2.425332198449e+23       3.449766788309e-08       1.488673907810e+24       5.420072321394e+24       5.420072321394e+24       1.806684850202e+24      -1.619660527063e+28       1.280758548881e-04       8.715085103392e-02 
       1.031552808559e+09       7.103174986612e-16       4.493122087297e-04       2.295850500511e+12       1.415027870107e+04       1.371745447247e-05       1.459675975014e+13       2.594104824160e-04       3.115623256221e+24       2.733678310534e+18       1.466908821427e+19       7.075784619206e+23       2.358594873069e+23       3.449766788309e-08       1.447710399786e+24       5.270929520695e+24       5.270929520695e+24       1.756970705976e+24      -1.564143701542e+28       1.281537161442e-04       8.709793495393e-02 
       1.024382133576e+09       7.202967437087e-16       4.524573923845e-04       2.264042986933e+12       1.415027869793e+04       1.381347665126e-05       1.449529269742e+13       2.612263539932e-04       3.029891345700e+24       2.677065488094e+18       1.436530028018e+19       6.881081831367e+23       2.293693943789e+23       3.449766788309e-08       1.407874075479e+24       5.125890646681e+24       5.125890646681e+24       1.708624534772e+24      -1.510529816827e+28       1.282315774303e-04       8.704508336890e-02 
       1.017261304396e+09       7.304161870537e-16       4.556245912681e-04       2.232676145922e+12       1.415027869476e+04       1.391017098527e-05       1.439453097676e+13       2.630549366462e-04       2.946518501043e+24       2.621625082924e+18       1.406780361024e+19       6.691736636725e+23       2.230578878908e+23       3.449766788309e-08       1.369133918424e+24       4.984842772569e+24       4.984842772569e+24       1.661608694380e+24      -1.458753646135e+28       1.283094387466e-04       8.699229616324e-02 
       1.010189974526e+09       7.406777983397e-16       4.588139618136e-04       2.201743872242e+12       1.415027869157e+04       1.400754217958e-05       1.429446968513e+13       2.648963193521e-04       2.865439808362e+24       2.567332814970e+18       1.377646791617e+19       6.507601611582e+23       2.169200537194e+23       3.449766788309e-08       1.331459765633e+24       4.847676078954e+24       4.847676078954e+24       1.615886578384e+24      -1.408752198453e+28       1.283873000933e-04       8.693957322163e-02 
       1.003167799879e+09       7.510835748816e-16       4.620256568160e-04       2.171240145241e+12       1.415027868836e+04       1.410559497221e-05       1.419510395362e+13       2.667505917110e-04       2.786592139988e+24       2.514164907007e+18       1.349116560789e+19       6.328533388867e+23       2.109511129622e+23       3.449766788309e-08       1.294822284103e+24       4.714283768308e+24       4.714283768308e+24       1.571422587659e+24      -1.360464641898e+28       1.284651614707e-04       8.688691442907e-02 
       9.961944387589e+08       7.616355420545e-16       4.652598327084e-04       2.141159027683e+12       1.415027868513e+04       1.420433413436e-05       1.409642894716e+13       2.686178439500e-04       2.709914105323e+24       2.462098074220e+18       1.321177173765e+19       6.154392546508e+23       2.051464182169e+23       3.449766788309e-08       1.259192947982e+24       4.584561981826e+24       4.584561981826e+24       1.528182102652e+24      -1.313832229712e+28       1.285430228791e-04       8.683431967083e-02 
       9.892695518475e+08       7.723357536879e-16       4.685166495619e-04       2.111494664583e+12       1.415027868187e+04       1.430376447060e-05       1.399843986428e+13       2.704981669280e-04       2.635346003040e+24       2.411109514010e+18       1.293816394526e+19       5.985043498877e+23       1.995014499626e+23       3.449766788309e-08       1.224544016360e+24       4.458409718561e+24       4.458409718561e+24       1.486131456429e+24      -1.268798228789e+28       1.286208843186e-04       8.678178883248e-02 
       9.823928021838e+08       7.831862924656e-16       4.717962619907e-04       2.082241282077e+12       1.415027867859e+04       1.440389081916e-05       1.390113193689e+13       2.723916521396e-04       2.562829774600e+24       2.361176896003e+18       1.267022240456e+19       5.820354391228e+23       1.940118130409e+23       3.449766788309e-08       1.190848511662e+24       4.335728756785e+24       4.335728756785e+24       1.445237908462e+24      -1.225307850655e+28       1.286987457895e-04       8.672932179990e-02 
       9.755638551493e+08       7.941892703310e-16       4.750988337037e-04       2.053393186293e+12       1.415027867529e+04       1.450471805212e-05       1.380450043005e+13       2.742983917203e-04       2.492308959049e+24       2.312278352278e+18       1.240782977090e+19       5.660196997032e+23       1.886732332344e+23       3.449766788309e-08       1.158080198654e+24       4.216423577514e+24       4.216423577514e+24       1.405469619135e+24      -1.183308184813e+28       1.287766072920e-04       8.667691845923e-02 
       9.687823784517e+08       8.053468288979e-16       4.784245229530e-04       2.024944762244e+12       1.415027867196e+04       1.460625107568e-05       1.370854064173e+13       2.762184784502e-04       2.423728649054e+24       2.264392467780e+18       1.215087112979e+19       5.504446618140e+23       1.834815539380e+23       3.449766788309e-08       1.126213564008e+24       4.100401290140e+24       4.100401290140e+24       1.366795624959e+24      -1.142748134368e+28       1.288544688264e-04       8.662457869692e-02 
       9.620480421085e+08       8.166611398679e-16       4.817734916287e-04       1.996890472735e+12       1.415027866861e+04       1.470849483035e-05       1.361324790258e+13       2.781520057589e-04       2.357035448157e+24       2.217498270952e+18       1.189923394653e+19       5.352981987694e+23       1.784327329231e+23       3.449766788309e-08       1.095223796442e+24       3.987571560101e+24       3.987571560101e+24       1.329185814456e+24      -1.103578353865e+28       1.289323303929e-04       8.657230239969e-02 
       9.553605184311e+08       8.281344054525e-16       4.851459034398e-04       1.969224857286e+12       1.415027866524e+04       1.481145429127e-05       1.351861757572e+13       2.800990677301e-04       2.292177429199e+24       2.171575224542e+18       1.165280801694e+19       5.205685175712e+23       1.735228391904e+23       3.449766788309e-08       1.065086767400e+24       3.877846538553e+24       3.877846538553e+24       1.292610904723e+24      -1.065751189256e+28       1.290101919918e-04       8.652008945456e-02 
       9.487194820086e+08       8.397688588021e-16       4.885419202765e-04       1.941942531067e+12       1.415027866184e+04       1.491513446838e-05       1.342464505649e+13       2.820597591060e-04       2.229104093886e+24       2.126603216613e+18       1.141148541913e+19       5.062441497261e+23       1.687480499087e+23       3.449766788309e-08       1.035779012267e+24       3.771140793967e+24       3.771140793967e+24       1.257042418626e+24      -1.029220619922e+28       1.290880536232e-04       8.646793974885e-02 
       9.421246096923e+08       8.515667644406e-16       4.919617113046e-04       1.915038183852e+12       1.415027865843e+04       1.501954040668e-05       1.333132577226e+13       2.840341752921e-04       2.167766333477e+24       2.082562551734e+18       1.117516046618e+19       4.923139423169e+23       1.641046474390e+23       3.449766788309e-08       1.007277712096e+24       3.667371245613e+24       3.667371245613e+24       1.222452662630e+24      -9.939422026852e+27       1.291659152875e-04       8.641585317015e-02 
       9.355755805798e+08       8.635304187062e-16       4.954054402333e-04       1.888506578986e+12       1.415027865498e+04       1.512467718652e-05       1.323865518215e+13       2.860224123616e-04       2.108116390544e+24       2.039433942354e+18       1.094372965989e+19       4.787670493190e+23       1.595890164397e+23       3.449766788309e-08       9.795606758476e+23       3.566457098874e+24       3.566457098874e+24       1.188814705237e+24      -9.598730177392e+27       1.292437769850e-04       8.636382960632e-02 
       9.290720759994e+08       8.756621501982e-16       4.988732744096e-04       1.862342552363e+12       1.415027865151e+04       1.523054992376e-05       1.314662877688e+13       2.880245670603e-04       2.050107821791e+24       1.997198500357e+18       1.071709164544e+19       4.655929231551e+23       1.551976410517e+23       3.449766788309e-08       9.526063231051e+23       3.468319782341e+24       3.468319782341e+24       1.156102356017e+24      -9.269716164329e+27       1.293216387157e-04       8.631186894554e-02 
       9.226137794945e+08       8.879643202302e-16       5.023653848184e-04       1.836541011422e+12       1.415027864802e+04       1.533716377013e-05       1.305524207850e+13       2.900407368111e-04       1.993695461889e+24       1.955837728787e+18       1.049514716703e+19       4.527813064833e+23       1.509271021611e+23       3.449766788309e-08       9.263936672768e+23       3.372882886634e+24       3.372882886634e+24       1.124290145216e+24      -8.951979708435e+27       1.293995004801e-04       8.625997107625e-02 
       9.162003768084e+08       9.004393232900e-16       5.058819388069e-04       1.811096934157e+12       1.415027864450e+04       1.544452391337e-05       1.296449064019e+13       2.920710197190e-04       1.938835388317e+24       1.915333513749e+18       1.027779902437e+19       4.403222242108e+23       1.467740747369e+23       3.449766788309e-08       9.009022992543e+23       3.280072104914e+24       3.280072104914e+24       1.093353303927e+24      -8.645134250786e+27       1.294773622784e-04       8.620813588719e-02 
       9.098315558689e+08       9.130895875056e-16       5.094231091789e-04       1.786005368140e+12       1.415027864096e+04       1.555263557758e-05       1.287437004604e+13       2.941155145757e-04       1.885484887157e+24       1.875668116475e+18       1.006495203011e+19       4.282059757272e+23       1.427353252424e+23       3.449766788309e-08       8.761123715218e+23       3.189815175026e+24       3.189815175026e+24       1.063267744802e+24      -8.348806482473e+27       1.295552241108e-04       8.615636326736e-02 
       9.035070067731e+08       9.259175751173e-16       5.129890687385e-04       1.761261429554e+12       1.415027863740e+04       1.566150402339e-05       1.278487591083e+13       2.961743208643e-04       1.833602419841e+24       1.836824165559e+18       9.856512968214e+18       4.164231273516e+23       1.388077091172e+23       3.449766788309e-08       8.520045827032e+23       3.102041823233e+24       3.102041823233e+24       1.034010043299e+24      -8.062635890436e+27       1.296330859775e-04       8.610465310606e-02 
       8.972264217722e+08       9.389257829578e-16       5.165799884708e-04       1.736860302243e+12       1.415027863381e+04       1.577113454827e-05       1.269600387984e+13       2.982475387644e-04       1.783147590811e+24       1.798784649344e+18       9.652390553062e+18       4.049645049875e+23       1.349881683292e+23       3.449766788309e-08       8.285601625343e+23       3.016683709508e+24       3.016683709508e+24       1.005557419444e+24      -7.786274318859e+27       1.297109478789e-04       8.605300529287e-02 
       8.909894952570e+08       9.521167429374e-16       5.201960448176e-04       1.712797236779e+12       1.415027863019e+04       1.588153248679e-05       1.260774962861e+13       3.003352691569e-04       1.734081116061e+24       1.761532908474e+18       9.452495389517e+18       3.938211869800e+23       1.312737289933e+23       3.449766788309e-08       8.057608572478e+23       2.933674374317e+24       2.933674374317e+24       9.778877200961e+23      -7.519385545606e+27       1.297888098152e-04       8.600141971764e-02 
