# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       4.578247827508e+13       3.606096365032e-25       1.012449502014e-08       4.522291481932e+21       1.415027915038e+04       3.090763035010e-10       6.478348477885e+17       5.844940836344e-09       1.208860713834e+43       2.389851425944e+32       1.282409171961e+33       2.745401912322e+42       9.151339707741e+41       3.449766788309e-08       5.617111195378e+42       2.045112024756e+43       2.045112024756e+43       6.817040082012e+42      -2.693488291275e+51       8.720024034962e-06       1.279969299621e+00 
       4.546422867436e+13       3.656758412864e-25       1.019543560687e-08       4.459638027288e+21       1.415027915038e+04       3.112398376255e-10       6.433315270988e+17       5.885855422198e-09       1.175596763272e+43       2.340359050363e+32       1.255851254720e+33       2.669857300410e+42       8.899524334700e+41       3.449766788309e-08       5.462546399813e+42       1.988837133444e+43       1.988837133444e+43       6.629457110982e+42      -2.601164026705e+51       8.797881392418e-06       1.268642137678e+00 
       4.514819133502e+13       3.708132211806e-25       1.026637619361e-08       4.397852596166e+21       1.415027915038e+04       3.134185164889e-10       6.388595105251e+17       5.927056410153e-09       1.143248129417e+43       2.291891631904e+32       1.229843335860e+33       2.596391432729e+42       8.654638109098e+41       3.449766788309e-08       5.312234729243e+42       1.934110745760e+43       1.934110745760e+43       6.447035818715e+42      -2.512004346089e+51       8.875738749874e-06       1.257513697874e+00 
       4.483435087887e+13       3.760227761249e-25       1.033731678035e-08       4.336923162655e+21       1.415027915038e+04       3.156124461043e-10       6.344185804619e+17       5.968545805023e-09       1.111789625703e+43       2.244427944327e+32       1.204374025248e+33       2.524947108939e+42       8.416490363131e+41       3.449766788309e-08       5.166059151377e+42       1.880890251877e+43       1.880890251877e+43       6.269634172448e+42      -2.425900777493e+51       8.953596107329e-06       1.246578796154e+00 
       4.452269203462e+13       3.813055201066e-25       1.041007635649e-08       4.276837867456e+21       1.415027915038e+04       3.178217332270e-10       6.300085208162e+17       6.010325625657e-09       1.081196758617e+43       2.197947200972e+32       1.179432168633e+33       2.455468702667e+42       8.184895675558e+41       3.449766788309e-08       5.023905854275e+42       1.829134214451e+43       1.829134214451e+43       6.097114047702e+42      -2.342748567057e+51       9.031453464785e-06       1.235832427222e+00 
       4.421319963716e+13       3.866624813585e-25       1.048283593263e-08       4.217585015573e+21       1.415027915038e+04       3.200464853596e-10       6.256291169972e+17       6.052397905036e-09       1.051445708629e+43       2.152429045660e+32       1.155006842762e+33       2.387902118200e+42       7.959673727333e+41       3.449766788309e-08       4.885664157734e+42       1.778802336359e+43       1.778802336359e+43       5.929341120740e+42      -2.262446551553e+51       9.109310822241e-06       1.225269756904e+00 
       4.390585862678e+13       3.920947025591e-25       1.055559550878e-08       4.159153074037e+21       1.415027915038e+04       3.222868107571e-10       6.212801559058e+17       6.094764690370e-09       1.022513311646e+43       2.107853543776e+32       1.131087350596e+33       2.322194748363e+42       7.740649161210e+41       3.449766788309e-08       4.751226427115e+42       1.729855429328e+43       1.729855429328e+43       5.766184763978e+42      -2.184897035307e+51       9.187168179696e-06       1.214886114897e+00 
       4.360065404844e+13       3.976032410353e-25       1.063017407432e-08       4.101530669660e+21       1.415027915038e+04       3.245428184324e-10       6.169614259244e+17       6.137428043202e-09       9.943770409754e+42       2.064201173538e+32       1.107663216625e+33       2.258295433562e+42       7.527651445207e+41       3.449766788309e-08       4.620487989536e+42       1.682255383417e+43       1.682255383417e+43       5.607517944284e+42      -2.110005671346e+51       9.265025537152e-06       1.204676987881e+00 
       4.329757105108e+13       4.031891689685e-25       1.070475263987e-08       4.044706586823e+21       1.415027915038e+04       3.268146181614e-10       6.126727169060e+17       6.180390039504e-09       9.670149897879e+42       2.021452817450e+32       1.084724182282e+33       2.196154421951e+42       7.320514739836e+41       3.449766788309e-08       4.493347052375e+42       1.635965137349e+43       1.635965137349e+43       5.453217124068e+42      -2.037681346612e+51       9.342882894608e-06       1.194638012982e+00 
       4.299659488687e+13       4.088535736033e-25       1.077933120541e-08       3.988669765292e+21       1.415027915038e+04       3.291023204886e-10       6.084138201649e+17       6.223652769779e-09       9.404058540585e+42       1.979589753924e+32       1.062260201447e+33       2.135723330692e+42       7.119077768973e+41       3.449766788309e-08       4.369704624017e+42       1.590948649655e+43       1.590948649655e+43       5.303162165098e+42      -1.967836071114e+51       9.420740252064e-06       1.184764971553e+00 
       4.269771091050e+13       4.145975574588e-25       1.085572876036e-08       3.933409298064e+21       1.415027915038e+04       3.314060367320e-10       6.041845284656e+17       6.267218339167e-09       9.145289159803e+42       1.938593649089e+32       1.040261436049e+33       2.076955108289e+42       6.923183694296e+41       3.449766788309e-08       4.249464436774e+42       1.547170870610e+43       1.547170870610e+43       5.157236234955e+42      -1.900384870881e+51       9.498597609520e-06       1.175053783262e+00 
       4.240090457845e+13       4.204222385434e-25       1.093030732591e-08       3.878914429249e+21       1.415027915038e+04       3.337258789891e-10       5.999846360135e+17       6.311088867540e-09       8.893640278339e+42       1.898446548755e+32       1.018718251759e+33       2.019803997950e+42       6.732679993167e+41       3.449766788309e-08       4.132532871938e+42       1.504597714944e+43       1.504597714944e+43       5.015325716076e+42      -1.835245684580e+51       9.576454966976e-06       1.165500500472e+00 
       4.210616144831e+13       4.263287505726e-25       1.100852387026e-08       3.825174551969e+21       1.415027915038e+04       3.360619601420e-10       5.958139384444e+17       6.355266489612e-09       8.648915963003e+42       1.859130870554e+32       9.976212137670e+32       1.964225501964e+42       6.547418339880e+41       3.449766788309e-08       4.018818886884e+42       1.463196035303e+43       1.463196035303e+43       4.877320117284e+42      -1.772339263682e+51       9.654312324432e-06       1.156101302888e+00 
       4.181346717806e+13       4.323182431894e-25       1.108492142521e-08       3.772179206301e+21       1.415027915038e+04       3.384143938630e-10       5.916722328147e+17       6.399753355038e-09       8.410925672053e+42       1.820629396236e+32       9.769610826545e+32       1.910176347052e+42       6.367254490174e+41       3.449766788309e-08       3.908233944187e+42       1.422933596445e+43       1.422933596445e+43       4.743111987764e+42      -1.711589076047e+51       9.732169681888e-06       1.146852492465e+00 
       4.152280752539e+13       4.383918821879e-25       1.116313796956e-08       3.719918077235e+21       1.415027915038e+04       3.407832946201e-10       5.875593175915e+17       6.444551628522e-09       8.179484106843e+42       1.782925264132e+32       9.567288103442e+32       1.857614450678e+42       6.192048168925e+41       3.449766788309e-08       3.800691942686e+42       1.383779050134e+43       1.383779050134e+43       4.612596833402e+42      -1.652921212813e+51       9.810027039344e-06       1.137750488557e+00 
       4.123416834696e+13       4.445508497406e-25       1.123953552451e-08       3.668380992670e+21       1.415027915038e+04       3.431687776824e-10       5.834749926430e+17       6.489663489921e-09       7.954411067547e+42       1.746001961768e+32       9.369155361394e+32       1.806498888279e+42       6.021662960929e+41       3.449766788309e-08       3.696109150447e+42       1.345701910738e+43       1.345701910738e+43       4.485673035424e+42      -1.596264298484e+51       9.887884396800e-06       1.128791823293e+00 
       4.094753559777e+13       4.507963446286e-25       1.131957105827e-08       3.617557921433e+21       1.415027915038e+04       3.455709591262e-10       5.794190592284e+17       6.535091134350e-09       7.735531312859e+42       1.709843318632e+32       9.175125828432e+32       1.756789861406e+42       5.855966204688e+41       3.449766788309e-08       3.594404139569e+42       1.308672531492e+43       1.308672531492e+43       4.362241771278e+42      -1.541549404087e+51       9.965741754256e-06       1.119973137174e+00 
       4.066289533046e+13       4.571295824742e-25       1.139778760262e-08       3.567438971326e+21       1.415027915038e+04       3.479899558401e-10       5.753913199885e+17       6.580836772289e-09       7.522674423548e+42       1.674433499096e+32       8.985114529581e+32       1.708448666736e+42       5.694828889121e+41       3.449766788309e-08       3.495497722785e+42       1.272662081414e+43       1.272662081414e+43       4.242206937690e+42      -1.488709963317e+51       1.004359911171e-05       1.111291174871e+00 
       4.038023369460e+13       4.635517959783e-25       1.147782313637e-08       3.518014387201e+21       1.415027915038e+04       3.504258855309e-10       5.713915789359e+17       6.626902629694e-09       7.315674669771e+42       1.639756995476e+32       8.799038249645e+32       1.661437665935e+42       5.538125553115e+41       3.449766788309e-08       3.399312891805e+42       1.237642522855e+43       1.237642522855e+43       4.125475075837e+42      -1.437681691553e+51       1.012145646917e-05       1.102742781219e+00 
       4.009953693604e+13       4.700642351599e-25       1.155785867013e-08       3.469274549062e+21       1.415027915038e+04       3.528788667297e-10       5.674196414458e+17       6.673290948101e-09       7.114370882036e+42       1.605798621244e+32       8.616815496767e+32       1.615720256354e+42       5.385734187846e+41       3.449766788309e-08       3.305774757360e+42       1.203586589677e+43       1.203586589677e+43       4.011955298583e+42      -1.388402507645e+51       1.019931382662e-05       1.094324897393e+00 
       3.982079139627e+13       4.766681675995e-25       1.163971319329e-08       3.421209970192e+21       1.415027915038e+04       3.553490187968e-10       5.634753142461e+17       6.720003984736e-09       6.918606325717e+42       1.572543504374e+32       8.438366466736e+32       1.571260842533e+42       5.237536141776e+41       3.449766788309e-08       3.214810490892e+42       1.170467766014e+43       1.170467766014e+43       3.901559219714e+42      -1.340812458391e+51       1.027717118408e-05       1.086034557262e+00 
       3.954398351169e+13       4.833648786861e-25       1.172156771645e-08       3.373811295306e+21       1.415027915038e+04       3.578364619283e-10       5.595584054082e+17       6.767044012629e-09       6.728228579018e+42       1.539977080834e+32       8.263613008035e+32       1.528024808483e+42       5.093416028276e+41       3.449766788309e-08       3.126349267850e+42       1.138260265633e+43       1.138260265633e+43       3.794200885117e+42      -1.294853645595e+51       1.035502854154e-05       1.077868883899e+00 
       3.926909981300e+13       4.901556718666e-25       1.180342223961e-08       3.327069298729e+21       1.415027915038e+04       3.603413171618e-10       5.556687243379e+17       6.814413320716e-09       6.543089414301e+42       1.508085088200e+32       8.092478587623e+32       1.485978490735e+42       4.953261635785e+41       3.449766788309e-08       3.040322212546e+42       1.106939011854e+43       1.106939011854e+43       3.689796705861e+42      -1.250470155627e+51       1.043288589899e-05       1.069825086259e+00 
       3.899612692453e+13       4.970418689006e-25       1.188527676277e-08       3.280974882604e+21       1.415027915038e+04       3.628637063820e-10       5.518060817655e+17       6.862114213960e-09       6.363044682675e+42       1.476853559419e+32       7.924888257407e+32       1.445089152133e+42       4.816963840443e+41       3.449766788309e-08       2.956662344531e+42       1.076479618028e+43       1.076479618028e+43       3.588265393113e+42      -1.207607991399e+51       1.051074325645e-05       1.061900455990e+00 
       3.872505156358e+13       5.040248101167e-25       1.196895027533e-08       3.235519075119e+21       1.415027915037e+04       3.654037523266e-10       5.479702897373e+17       6.910149013456e-09       6.187954201760e+42       1.446268816682e+32       7.760768621426e+32       1.405324956338e+42       4.684416521128e+41       3.449766788309e-08       2.875304526438e+42       1.046858368546e+43       1.046858368546e+43       3.489527894845e+42      -1.166215006675e+51       1.058860061391e-05       1.054092364403e+00 
       3.845586053980e+13       5.111058546739e-25       1.205262378789e-08       3.190693028759e+21       1.415027915037e+04       3.679615785929e-10       5.441611616061e+17       6.958520056549e-09       6.017681646545e+42       1.416317465443e+32       7.600047803704e+32       1.366654943048e+42       4.555516476826e+41       3.449766788309e-08       2.796185413275e+42       1.018052200377e+43       1.018052200377e+43       3.393507334289e+42      -1.126240842625e+51       1.066645797136e-05       1.046398259554e+00 
       3.818854075452e+13       5.182863808261e-25       1.213629730046e-08       3.146488018586e+21       1.415027915037e+04       3.705373096431e-10       5.403785120219e+17       7.007229696944e-09       5.852094443243e+42       1.386986388549e+32       7.442655416775e+32       1.329049003886e+42       4.430163346285e+41       3.449766788309e-08       2.719243403097e+42       9.900386851108e+42       9.900386851108e+42       3.300128950075e+42      -1.087636866562e+51       1.074431532882e-05       1.038815663470e+00 
       3.792307920012e+13       5.255677861903e-25       1.222178980242e-08       3.102895440543e+21       1.415027915037e+04       3.731310708106e-10       5.366221569235e+17       7.056280304821e-09       5.691063666072e+42       1.358262740491e+32       7.288522530852e+32       1.292477858961e+42       4.308259529871e+41       3.449766788309e-08       2.644418589047e+42       9.627960114944e+42       9.627960114944e+42       3.209320038027e+42      -1.050356112771e+51       1.082217268628e-05       1.031342169489e+00 
       3.765946295940e+13       5.329514880183e-25       1.230728230439e-08       3.059906809774e+21       1.415027915037e+04       3.757429883062e-10       5.328919135288e+17       7.105674266954e-09       5.534463936869e+42       1.330133941788e+32       7.137581643643e+32       1.256913034073e+42       4.189710113576e+41       3.449766788309e-08       2.571652712711e+42       9.363029684500e+42       9.363029684500e+42       3.121009894551e+42      -1.014353225377e+51       1.090003004373e-05       1.023975439707e+00 
       3.739767920497e+13       5.404389234734e-25       1.239277480636e-08       3.017513758975e+21       1.415027915037e+04       3.783731892244e-10       5.291876003265e+17       7.155413986821e-09       5.382173327477e+42       1.302587673470e+32       6.989766650789e+32       1.222326838536e+42       4.074422795120e+41       3.449766788309e-08       2.500889118760e+42       9.105389285603e+42       9.105389285603e+42       3.035129761591e+42      -9.795844031582e+50       1.097788740119e-05       1.016713202547e+00 
       3.713771519858e+13       5.480315499092e-25       1.248008629773e-08       2.975708036767e+21       1.415027915037e+04       3.810218015489e-10       5.255090370670e+17       7.205501884728e-09       5.234073264807e+42       1.275611871684e+32       6.845012816910e+32       1.188692343625e+42       3.962307812085e+41       3.449766788309e-08       2.432072710837e+42       8.854838320081e+42       8.854838320081e+42       2.951612773090e+42      -9.460073462617e+50       1.105574475865e-05       1.009553250417e+00 
       3.687955829054e+13       5.557308451537e-25       1.256739778910e-08       2.934481506089e+21       1.415027915037e+04       3.836889541598e-10       5.218560447537e+17       7.255940397920e-09       5.090048438520e+42       1.249194722416e+32       6.703256747259e+32       1.155983361607e+42       3.853277872025e+41       3.449766788309e-08       2.365149908657e+42       8.611181709579e+42       8.611181709579e+42       2.870393902928e+42      -9.135812047394e+50       1.113360211610e-05       1.002493437477e+00 
       3.662319591911e+13       5.635383077972e-25       1.265652826987e-08       2.893826142613e+21       1.415027915037e+04       3.863747768389e-10       5.182284456343e+17       7.306731980704e-09       4.949986711245e+42       1.223324656308e+32       6.564436359953e+32       1.124174425350e+42       3.747248084500e+41       3.449766788309e-08       2.300068606294e+42       8.374229743668e+42       8.374229743668e+42       2.791409914296e+42      -8.822665288502e+50       1.121145947356e-05       9.955316774953e-01 
       3.636861560984e+13       5.714554574833e-25       1.274383976124e-08       2.853734033181e+21       1.415027915037e+04       3.890794002768e-10       5.146260631919e+17       7.357879104568e-09       4.813779031272e+42       1.197990343602e+32       6.428490858790e+32       1.093240768495e+42       3.644135894984e+41       3.449766788309e-08       2.236778131608e+42       8.143797932137e+42       8.143797932137e+42       2.714599310458e+42      -8.520252210654e+50       1.128931683102e-05       9.886659417890e-01 
       3.611580497502e+13       5.794838352054e-25       1.283297024202e-08       2.814197374271e+21       1.415027915037e+04       3.918029560787e-10       5.110487221370e+17       7.409384258298e-09       4.681319347639e+42       1.173180689167e+32       6.295360706618e+32       1.063158306174e+42       3.543861020581e+41       3.449766788309e-08       2.175229206794e+42       7.919706861354e+42       7.919706861354e+42       2.639902286869e+42      -8.228204897195e+50       1.136717418847e-05       9.818942572567e-01 
       3.586475171303e+13       5.876250036060e-25       1.292391971219e-08       2.775208470470e+21       1.415027915037e+04       3.945455767713e-10       5.074962483982e+17       7.461249948105e-09       4.552504527570e+42       1.148884827649e+32       6.164987599266e+32       1.033903616258e+42       3.446345387526e+41       3.449766788309e-08       2.115373910012e+42       7.701782054571e+42       7.701782054571e+42       2.567260684613e+42      -7.946168042486e+50       1.144503154593e-05       9.752147044868e-01 
       3.561544360777e+13       5.958805472816e-25       1.301305019297e-08       2.736759732983e+21       1.415027915037e+04       3.973073958087e-10       5.039684691144e+17       7.513478697740e-09       4.427234276165e+42       1.125092118708e+32       6.037314440004e+32       1.005453921117e+42       3.351513070389e+41       3.449766788309e-08       2.057165638078e+42       7.489853836075e+42       7.489853836075e+42       2.496617945120e+42      -7.673798519645e+50       1.152288890339e-05       9.686254159435e-01 
       3.536786852807e+13       6.042520730902e-25       1.310399966314e-08       2.698843678149e+21       1.415027915037e+04       4.000885475793e-10       5.004652126260e+17       7.566073048623e-09       4.305411058319e+42       1.101792142359e+32       5.912285314544e+32       9.777870698898e+41       3.259290232966e+41       3.449766788309e-08       2.000559070176e+42       7.283757199086e+42       7.283757199086e+42       2.427919066128e+42      -7.410764963093e+50       1.160074626084e-05       9.621245742263e-01 
       3.512201442708e+13       6.127412104649e-25       1.319676812273e-08       2.661452925993e+21       1.415027915037e+04       4.028891674124e-10       4.969863084667e+17       7.619035559962e-09       4.186940022780e+42       1.078974694408e+32       5.789845466546e+32       9.508815212355e+41       3.169605070785e+41       3.449766788309e-08       1.945510132574e+42       7.083331677276e+42       7.083331677276e+42       2.361110558863e+42      -7.156747365416e+50       1.167860361830e-05       9.557104103986e-01 
       3.487786934169e+13       6.213496117306e-25       1.328953658231e-08       2.624580198781e+21       1.415027915037e+04       4.057093915843e-10       4.935315873552e+17       7.672368808880e-09       4.071728928295e+42       1.056629781984e+32       5.669941273642e+32       9.247163265607e+41       3.082387755202e+41       3.449766788309e-08       1.891975964306e+42       6.888421219834e+42       6.888421219834e+42       2.296140406387e+42      -6.911436688044e+50       1.175646097576e-05       9.493812023833e-01 
       3.463542139195e+13       6.300789524257e-25       1.338230504189e-08       2.588218319610e+21       1.415027915037e+04       4.085493573253e-10       4.901008811869e+17       7.726075390541e-09       3.959688071792e+42       1.034747619163e+32       5.552520223952e+32       8.992711137103e+41       2.997570379034e+41       3.449766788309e-08       1.839914883803e+42       6.698874069964e+42       6.698874069964e+42       2.232958023102e+42      -6.674534485271e+50       1.183431833322e-05       9.431352734208e-01 
       3.439465878049e+13       6.389309316282e-25       1.347507350147e-08       2.552360211006e+21       1.415027915037e+04       4.114092028266e-10       4.866940230257e+17       7.780157918273e-09       3.850730218541e+42       1.013318622681e+32       5.437530893083e+32       8.745260711049e+41       2.915086903683e+41       3.449766788309e-08       1.789286356437e+42       6.514542646728e+42       6.514542646728e+42       2.171514215361e+42      -6.445752541166e+50       1.191217569067e-05       9.369709905885e-01 
       3.415556979194e+13       6.479072722865e-25       1.356966095045e-08       2.516998893552e+21       1.415027915037e+04       4.142890672464e-10       4.833108470961e+17       7.834619023700e-09       3.744770534229e+42       9.923334077375e+31       5.324922921611e+32       8.504619323162e+41       2.834873107721e+41       3.449766788309e-08       1.740050962963e+42       6.335283430140e+42       6.335283430140e+42       2.111761143169e+42      -6.224812518931e+50       1.199003304813e-05       9.308867633775e-01 
       3.391814279240e+13       6.570097215547e-25       1.366424839944e-08       2.482127484522e+21       1.415027915037e+04       4.171890907171e-10       4.799511887746e+17       7.889461356864e-09       3.641726518911e+42       9.717827838852e+31       5.214646993025e+32       8.270599610658e+41       2.756866536886e+41       3.449766788309e-08       1.692170368827e+42       6.160956849422e+42       6.160956849422e+42       2.053652282934e+42      -6.011445622272e+50       1.206789040559e-05       9.248810423240e-01 
       3.368236622879e+13       6.662400511327e-25       1.376065483782e-08       2.447739196551e+21       1.415027915037e+04       4.201094143521e-10       4.766148845825e+17       7.944687586361e-09       3.541517942772e+42       9.516577510060e+31       5.106654812131e+32       8.043019366372e+41       2.681006455457e+41       3.449766788309e-08       1.645607294317e+42       5.991427174332e+42       5.991427174332e+42       1.997142391242e+42      -5.805392268382e+50       1.214574776305e-05       9.189523176943e-01 
       3.344822862839e+13       6.756000576109e-25       1.385706127621e-08       2.413827336304e+21       1.415027915037e+04       4.230501802526e-10       4.733017721773e+17       8.000300399464e-09       3.444066783666e+42       9.319494953688e+31       5.000899083895e+32       7.821701396894e+41       2.607233798965e+41       3.449766788309e-08       1.600325485540e+42       5.826562409489e+42       5.826562409489e+42       1.942187469632e+42      -5.606401772134e+50       1.222360512050e-05       9.130991182191e-01 
       3.321571859821e+13       6.850915628201e-25       1.395346771460e-08       2.380385303181e+21       1.415027915037e+04       4.260115315144e-10       4.700116903449e+17       8.056302502258e-09       3.349297166364e+42       9.126493857692e+31       4.897333492739e+32       7.606473384605e+41       2.535491128202e+41       3.449766788309e-08       1.556289686193e+42       5.666234191598e+42       5.666234191598e+42       1.888744730339e+42      -5.414232041093e+50       1.230146247796e-05       9.073200098765e-01 
       3.298482482444e+13       6.947164141860e-25       1.405169314239e-08       2.347406588026e+21       1.415027915037e+04       4.289936122350e-10       4.667444789919e+17       8.112696619773e-09       3.257135303477e+42       8.937489697500e+31       4.795912682249e+32       7.397167753513e+41       2.465722584504e+41       3.449766788309e-08       1.513465610112e+42       5.510317689509e+42       5.510317689509e+42       1.836772562980e+42      -5.228649280988e+50       1.237931983542e-05       9.016135947206e-01 
       3.275553607193e+13       7.044764850887e-25       1.414991857018e-08       2.314884771867e+21       1.415027915037e+04       4.319965675206e-10       4.634999791380e+17       8.169485496109e-09       3.167509438010e+42       8.752399698992e+31       4.696592235318e+32       7.193621538774e+41       2.397873846258e+41       3.449766788309e-08       1.471819914578e+42       5.358691507022e+42       5.358691507022e+42       1.786230502155e+42      -5.049427711276e+50       1.245717719288e-05       8.959785097542e-01 
       3.252784118365e+13       7.143736752276e-25       1.424814399797e-08       2.282813524660e+21       1.415027915037e+04       4.350205434932e-10       4.602780329076e+17       8.226671894581e-09       3.080349787487e+42       8.571142802251e+31       4.599328654687e+32       6.995676259814e+41       2.331892086605e+41       3.449766788309e-08       1.431320174357e+42       5.211237588371e+42       5.211237588371e+42       1.737079195942e+42      -4.876349290459e+50       1.253503455033e-05       8.904134258433e-01 
       3.230172908009e+13       7.244099109907e-25       1.434818841517e-08       2.251186604060e+21       1.415027915037e+04       4.380656872977e-10       4.570784835229e+17       8.284258597841e-09       2.995588489622e+42       8.393639626060e+31       4.504079343903e+32       6.803177796933e+41       2.267725932311e+41       3.449766788309e-08       1.391934856452e+42       5.067841126301e+42       5.067841126301e+42       1.689280375255e+42      -4.709203450810e+50       1.261289190779e-05       8.849170466721e-01 
       3.207718875877e+13       7.345871458300e-25       1.445005182177e-08       2.219997854207e+21       1.415027915037e+04       4.411321471088e-10       4.539011752959e+17       8.342248408024e-09       2.913159549479e+42       8.219812433141e+31       4.410802588655e+32       6.615976271309e+41       2.205325423770e+41       3.449766788309e-08       1.353633295552e+42       4.928390472686e+42       4.928390472686e+42       1.642796824054e+42      -4.547786842201e+50       1.269074926525e-05       8.794881077360e-01 
       3.185420929372e+13       7.449073606416e-25       1.455009623896e-08       2.189241204526e+21       1.415027915037e+04       4.442200721385e-10       4.507459536205e+17       8.400644146879e-09       2.832998788093e+42       8.049585096106e+31       4.319457538514e+32       6.433925928299e+41       2.144641976100e+41       3.449766788309e-08       1.316385670159e+42       4.792777051594e+42       4.792777051594e+42       1.597592350360e+42      -4.391903084700e+50       1.276860662271e-05       8.741253753724e-01 
       3.163277983487e+13       7.553725641511e-25       1.465195964556e-08       2.158910668544e+21       1.415027915037e+04       4.473296126435e-10       4.476126649658e+17       8.459448655905e-09       2.755043792493e+42       7.882883064120e+31       4.230004189037e+32       6.256885023962e+41       2.085628341321e+41       3.449766788309e-08       1.280162979364e+42       4.660895274754e+42       4.660895274754e+42       1.553631758084e+42      -4.241362529662e+50       1.284646398017e-05       8.688276458253e-01 
       3.141288960762e+13       7.659847933046e-25       1.475564204156e-08       2.129000342730e+21       1.415027915037e+04       4.504609199320e-10       4.445011568677e+17       8.518664796494e-09       2.679233867115e+42       7.719633330251e+31       4.142403364249e+32       6.084715714691e+41       2.028238571564e+41       3.449766788309e-08       1.244937020269e+42       4.532642459345e+42       4.532642459345e+42       1.510880819618e+42      -4.095982028995e+50       1.292432133762e-05       8.635937443451e-01 
       3.119452791224e+13       7.767461136656e-25       1.485750544816e-08       2.099504405340e+21       1.415027915037e+04       4.536141463715e-10       4.414112779222e+17       8.578295450068e-09       2.605509986540e+42       7.559764399495e+31       4.056616699485e+32       5.917283949892e+41       1.972427983297e+41       3.449766788309e-08       1.210680366033e+42       4.407918748043e+42       4.407918748043e+42       1.469306249187e+42      -3.955584712347e+50       1.300217869508e-05       8.584225243197e-01 
       3.097768412337e+13       7.876586198163e-25       1.496118784416e-08       2.070417115288e+21       1.415027915037e+04       4.567894453961e-10       4.383428777778e+17       8.638343518217e-09       2.533814749539e+42       7.403206257469e+31       3.972606624591e+32       5.754459367610e+41       1.918153122537e+41       3.449766788309e-08       1.177366344508e+42       4.286627031279e+42       4.286627031279e+42       1.428875676936e+42      -3.819999771920e+50       1.308003605254e-05       8.533128664375e-01 
       3.076234768955e+13       7.987244357659e-25       1.506668922957e-08       2.041732811027e+21       1.415027915037e+04       4.599869715139e-10       4.352958071279e+17       8.698811922842e-09       2.464092334379e+42       7.249890339742e+31       3.890336347466e+32       5.596115193032e+41       1.865371731011e+41       3.449766788309e-08       1.144969017480e+42       4.168672871624e+42       4.168672871624e+42       1.389557623721e+42      -3.689062254671e+50       1.315789341000e-05       8.482636778793e-01 
       3.054850813262e+13       8.099457153638e-25       1.517219061498e-08       2.013445909446e+21       1.415027915037e+04       4.632068803145e-10       4.322699177039e+17       8.759703606300e-09       2.396288455362e+42       7.099749501813e+31       3.809769837952e+32       5.442128139779e+41       1.814042713260e+41       3.449766788309e-08       1.113463160473e+42       4.053964430265e+42       4.053964430265e+42       1.351321476604e+42      -3.562612861622e+50       1.323575076746e-05       8.432738915395e-01 
       3.033615504729e+13       8.213246427187e-25       1.527769200038e-08       1.985550904785e+21       1.415027915037e+04       4.664493284767e-10       4.292650622681e+17       8.821021531543e-09       2.330350320556e+42       6.952717989703e+31       3.730871812053e+32       5.292378313915e+41       1.764126104638e+41       3.449766788309e-08       1.082824243104e+42       3.942412395494e+42       3.942412395494e+42       1.314137465017e+42      -3.440497754063e+50       1.331360812492e-05       8.383424652738e-01 
       3.012527810058e+13       8.328634326241e-25       1.538501237519e-08       1.958042367564e+21       1.415027915037e+04       4.697144737760e-10       4.262810946058e+17       8.882768682261e-09       2.266226590695e+42       6.808731411156e+31       3.653607716485e+32       5.146749120599e+41       1.715583040200e+41       3.449766788309e-08       1.053028409988e+42       3.833929913177e+42       3.833929913177e+42       1.277976637581e+42      -3.322568366389e+50       1.339146548237e-05       8.334683811741e-01 
       2.991586703136e+13       8.445643309888e-25       1.549233275000e-08       1.930914943524e+21       1.415027915037e+04       4.730024750925e-10       4.233178695192e+17       8.944948063035e-09       2.203867339202e+42       6.667726707443e+31       3.577943713540e+32       5.005127173306e+41       1.668375724435e+41       3.449766788309e-08       1.024052462165e+42       3.728432519123e+42       3.728432519123e+42       1.242810839566e+42      -3.208681225351e+50       1.346932283983e-05       8.286506448674e-01 
       2.970791164981e+13       8.564296152746e-25       1.560147211421e-08       1.904163352584e+21       1.415027915037e+04       4.763134924181e-10       4.203752428194e+17       9.007562699475e-09       2.143224013320e+42       6.529642125743e+31       3.503846666269e+32       4.867402205540e+41       1.622467401847e+41       3.449766788309e-08       9.958738390336e+41       3.625838073323e+42       3.625838073323e+42       1.208612690969e+42      -3.098697775514e+50       1.354718019729e-05       8.238882848401e-01 
       2.950140183695e+13       8.684615949394e-25       1.571061147843e-08       1.877782387818e+21       1.415027915037e+04       4.796476868650e-10       4.174530713202e+17       9.070615638369e-09       2.084249396307e+42       6.394417192097e+31       3.431284123969e+32       4.733466984985e+41       1.577822328328e+41       3.449766788309e-08       9.684706007879e+41       3.526066696000e+42       3.526066696000e+42       1.175355565198e+42      -2.992484210683e+50       1.362503755475e-05       8.191803517845e-01 
