# mnu/eV deltanu Tnufact
0.04 0.05958966379286339 1.1447142425533319
0.1 0.29370630776703605 1.5536162529769293
0.15 0.8453568493017587 1.7784466522450313
0.2 1.861131829956392 1.9574338205844317
0.3 5.5902731810589925 2.240702373278582
0.4 11.9085329569138 2.46621207433047
0.5 21.090936062600928 2.6566464229565274
0.6 33.35420731180509 2.823108086643085
0.7 48.88311868552511 2.9719609763815646
0.8 67.83220686420665 3.1072325059538586
